pm2_5,city,co,pm10,level,o3,source,so2,crawl_time,date,aqi,no2
37,上海,0.7,78,良,131,aqi_redis_spider,13,2018-05-12 08:20:00.666000,2017-03-28,76,44
25,上海,0.5,56,轻度污染,172,aqi_redis_spider,15,2018-05-12 08:20:00.673000,2017-05-27,111,42
29,上海,0.5,61,轻度污染,194,aqi_redis_spider,15,2018-05-12 08:20:00.676000,2017-05-28,131,37
18,上海,0.4,40,良,147,aqi_redis_spider,11,2018-05-12 08:20:00.678000,2017-05-29,90,23
25,上海,0.4,46,良,153,aqi_redis_spider,12,2018-05-12 08:20:00.680000,2017-05-30,95,22
52,上海,0.7,81,轻度污染,177,aqi_redis_spider,14,2018-05-12 08:20:00.683000,2017-05-31,116,50
35,上海,0.6,45,良,124,aqi_redis_spider,8,2018-05-12 08:20:00.685000,2016-07-30,70,14
14,上海,0.4,28,优,75,aqi_redis_spider,9,2018-05-12 08:20:00.687000,2016-07-31,38,11
38,上海,0.9,76,轻度污染,198,aqi_redis_spider,17,2018-05-12 08:20:00.692000,2016-08-31,135,49
22,上海,0.5,158,轻度污染,87,aqi_redis_spider,12,2018-05-12 08:20:00.701000,2018-04-16,104,55
35,上海,0.6,68,良,115,aqi_redis_spider,14,2018-05-12 08:20:00.703000,2018-04-17,74,59
44,上海,0.6,75,轻度污染,170,aqi_redis_spider,13,2018-05-12 08:20:00.705000,2018-04-18,110,52
37,上海,0.6,77,轻度污染,169,aqi_redis_spider,12,2018-05-12 08:20:00.707000,2018-04-19,109,49
26,上海,0.5,69,良,126,aqi_redis_spider,10,2018-05-12 08:20:00.709000,2018-04-20,72,27
16,上海,0.6,31,优,65,aqi_redis_spider,11,2018-05-12 08:20:00.712000,2016-10-31,49,39
50,上海,1,69,良,42,aqi_redis_spider,17,2018-05-12 08:20:00.721000,2016-12-30,97,77
45,上海,1.2,66,轻度污染,32,aqi_redis_spider,22,2018-05-12 08:20:00.723000,2016-12-31,104,88
52,上海,0.8,53,良,80,aqi_redis_spider,13,2018-05-12 08:20:00.728000,2017-12-23,78,62
126,上海,1.5,166,中度污染,75,aqi_redis_spider,27,2018-05-12 08:20:00.731000,2017-12-24,166,90
48,上海,0.9,104,良,76,aqi_redis_spider,16,2018-05-12 08:20:00.733000,2017-12-25,83,66
39,上海,0.8,67,良,62,aqi_redis_spider,16,2018-05-12 08:20:00.735000,2017-12-26,100,80
37,上海,0.8,63,良,86,aqi_redis_spider,13,2018-05-12 08:20:00.738000,2017-12-27,79,63
22,上海,0.6,42,优,82,aqi_redis_spider,10,2018-05-12 08:20:00.741000,2017-01-30,42,13
11,上海,0.4,19,优,83,aqi_redis_spider,9,2018-05-12 08:20:00.743000,2017-01-31,42,16
94,上海,1.1,92,轻度污染,165,aqi_redis_spider,10,2018-05-12 08:20:00.748000,2017-06-27,124,49
49,上海,0.8,46,良,143,aqi_redis_spider,8,2018-05-12 08:20:00.751000,2017-06-28,86,35
33,上海,0.7,38,良,102,aqi_redis_spider,7,2018-05-12 08:20:00.753000,2017-06-29,52,37
34,上海,0.8,48,良,152,aqi_redis_spider,8,2018-05-12 08:20:00.755000,2017-06-30,94,42
84,上海,1,59,轻度污染,67,aqi_redis_spider,10,2018-05-12 08:20:01.074000,2018-01-23,112,39
19,上海,0.6,31,优,79,aqi_redis_spider,9,2018-05-12 08:20:01.077000,2018-01-24,40,26
11,上海,0.5,13,优,63,aqi_redis_spider,7,2018-05-12 08:20:01.079000,2018-01-25,43,34
14,上海,0.5,22,优,70,aqi_redis_spider,7,2018-05-12 08:20:01.081000,2018-01-26,35,24
15,上海,0.5,24,良,55,aqi_redis_spider,8,2018-05-12 08:20:01.083000,2018-01-27,52,41
22,上海,0.5,38,优,99,aqi_redis_spider,9,2018-05-12 08:20:01.086000,2018-02-19,50,27
42,上海,0.6,52,良,98,aqi_redis_spider,10,2018-05-12 08:20:01.088000,2018-02-20,59,26
34,上海,0.6,47,优,97,aqi_redis_spider,10,2018-05-12 08:20:01.095000,2018-02-21,49,27
81,上海,0.9,92,轻度污染,100,aqi_redis_spider,16,2018-05-12 08:20:01.098000,2018-03-22,108,73
91,上海,0.9,95,轻度污染,139,aqi_redis_spider,15,2018-05-12 08:20:01.100000,2018-03-23,120,66
60,上海,0.7,85,良,126,aqi_redis_spider,16,2018-05-12 08:20:01.103000,2018-03-24,85,68
73,上海,0.7,92,良,155,aqi_redis_spider,15,2018-05-12 08:20:01.106000,2018-03-25,98,51
54,上海,0.8,70,轻度污染,179,aqi_redis_spider,8,2018-05-12 08:20:01.109000,2017-07-26,118,23
42,上海,0.7,62,良,155,aqi_redis_spider,11,2018-05-12 08:20:01.111000,2017-07-27,96,23
18,上海,0.5,35,优,92,aqi_redis_spider,8,2018-05-12 08:20:01.113000,2017-07-28,46,17
17,上海,0.6,30,优,70,aqi_redis_spider,8,2018-05-12 08:20:01.115000,2017-07-29,35,14
16,上海,0.6,33,优,60,aqi_redis_spider,7,2018-05-12 08:20:01.118000,2017-07-30,33,12
21,上海,0.7,42,轻度污染,177,aqi_redis_spider,8,2018-05-12 08:20:01.120000,2017-08-24,116,27
30,上海,0.8,49,良,146,aqi_redis_spider,9,2018-05-12 08:20:01.122000,2017-08-25,89,44
14,上海,0.6,30,良,122,aqi_redis_spider,8,2018-05-12 08:20:01.124000,2017-08-26,69,20
13,上海,0.6,31,良,110,aqi_redis_spider,9,2018-05-12 08:20:01.126000,2017-08-27,59,21
19,上海,0.6,42,轻度污染,185,aqi_redis_spider,9,2018-05-12 08:20:01.129000,2017-08-28,123,28
48,上海,0.9,43,良,108,aqi_redis_spider,9,2018-05-12 08:20:01.131000,2017-09-27,67,35
17,上海,0.7,46,良,77,aqi_redis_spider,11,2018-05-12 08:20:01.133000,2017-09-28,63,50
18,上海,0.7,45,良,121,aqi_redis_spider,10,2018-05-12 08:20:01.135000,2017-09-29,69,55
14,上海,0.6,28,优,88,aqi_redis_spider,8,2018-05-12 08:20:01.138000,2017-09-30,48,38
30,上海,0.7,44,良,124,aqi_redis_spider,11,2018-05-12 08:20:01.140000,2017-10-27,72,57
32,上海,0.7,51,良,139,aqi_redis_spider,10,2018-05-12 08:20:01.142000,2017-10-28,83,32
49,上海,0.8,73,良,97,aqi_redis_spider,9,2018-05-12 08:20:01.145000,2017-10-29,68,30
16,上海,0.6,43,优,80,aqi_redis_spider,9,2018-05-12 08:20:01.147000,2017-10-30,43,29
19,上海,0.7,44,良,85,aqi_redis_spider,9,2018-05-12 08:20:01.149000,2017-10-31,72,57
32,上海,0.6,67,良,103,aqi_redis_spider,13,2018-05-12 08:20:01.152000,2017-11-27,62,49
60,上海,1,82,轻度污染,66,aqi_redis_spider,13,2018-05-12 08:20:01.154000,2017-11-28,104,88
81,上海,1,101,轻度污染,70,aqi_redis_spider,11,2018-05-12 08:20:01.157000,2017-11-29,108,52
17,上海,0.5,46,优,76,aqi_redis_spider,8,2018-05-12 08:20:01.159000,2017-11-30,46,29
58,上海,0.8,80,良,112,aqi_redis_spider,11,2018-05-12 08:20:01.164000,2017-03-29,79,46
41,上海,0.7,49,良,98,aqi_redis_spider,8,2018-05-12 08:20:01.167000,2017-03-30,58,40
36,上海,0.6,46,良,115,aqi_redis_spider,9,2018-05-12 08:20:01.169000,2017-03-31,63,32
28,上海,0.5,66,良,106,aqi_redis_spider,12,2018-05-12 08:20:01.178000,2018-04-21,58,27
31,上海,0.7,56,良,133,aqi_redis_spider,13,2018-05-12 08:20:01.180000,2018-04-22,78,39
39,上海,0.7,55,良,85,aqi_redis_spider,11,2018-05-12 08:20:01.182000,2018-04-23,55,43
23,上海,0.6,35,良,105,aqi_redis_spider,8,2018-05-12 08:20:01.184000,2018-04-24,55,34
50,上海,0.7,58,良,152,aqi_redis_spider,13,2018-05-12 08:20:01.186000,2018-04-25,94,57
19,上海,0.7,30,良,61,aqi_redis_spider,9,2018-05-12 08:20:01.189000,2017-12-28,70,56
33,上海,0.7,52,良,57,aqi_redis_spider,12,2018-05-12 08:20:01.191000,2017-12-29,84,67
73,上海,1,63,良,50,aqi_redis_spider,12,2018-05-12 08:20:01.193000,2017-12-30,98,66
175,上海,1.8,209,重度污染,71,aqi_redis_spider,16,2018-05-12 08:20:01.195000,2017-12-31,225,72
22,上海,0.6,22,优,62,aqi_redis_spider,8,2018-05-12 08:20:01.397000,2018-01-28,43,34
96,上海,1.2,99,轻度污染,79,aqi_redis_spider,21,2018-05-12 08:20:01.399000,2018-01-29,127,52
189,上海,2,195,重度污染,88,aqi_redis_spider,30,2018-05-12 08:20:01.402000,2018-01-30,239,105
173,上海,1.9,182,重度污染,64,aqi_redis_spider,27,2018-05-12 08:20:01.404000,2018-01-31,223,118
47,上海,0.8,56,良,85,aqi_redis_spider,12,2018-05-12 08:20:01.407000,2018-02-22,65,42
50,上海,0.8,49,良,110,aqi_redis_spider,11,2018-05-12 08:20:01.410000,2018-02-23,69,37
37,上海,0.6,40,良,99,aqi_redis_spider,11,2018-05-12 08:20:01.412000,2018-02-24,53,37
33,上海,0.6,46,优,98,aqi_redis_spider,11,2018-05-12 08:20:01.414000,2018-02-25,49,32
39,上海,0.6,45,良,100,aqi_redis_spider,12,2018-05-12 08:20:01.417000,2018-02-26,60,48
62,上海,0.7,71,良,130,aqi_redis_spider,17,2018-05-12 08:20:01.419000,2018-03-26,84,55
60,上海,0.7,58,良,136,aqi_redis_spider,15,2018-05-12 08:20:01.421000,2018-03-27,82,53
45,上海,0.7,64,良,152,aqi_redis_spider,13,2018-05-12 08:20:01.423000,2018-03-28,94,51
25,上海,0.5,47,良,88,aqi_redis_spider,10,2018-05-12 08:20:01.426000,2018-03-29,59,47
25,上海,0.5,35,良,51,aqi_redis_spider,9,2018-05-12 08:20:01.428000,2018-03-30,58,46
17,上海,0.5,40,优,80,aqi_redis_spider,6,2018-05-12 08:20:01.430000,2017-07-31,40,10
18,上海,0.6,37,良,104,aqi_redis_spider,10,2018-05-12 08:20:01.436000,2017-08-29,54,25
9,上海,0.5,32,优,97,aqi_redis_spider,8,2018-05-12 08:20:01.439000,2017-08-30,49,20
15,上海,0.6,36,良,132,aqi_redis_spider,8,2018-05-12 08:20:01.441000,2017-08-31,77,20
30,上海,0.5,49,良,94,aqi_redis_spider,15,2018-05-12 08:20:01.456000,2018-04-26,82,65
80,上海,0.9,96,中度污染,229,aqi_redis_spider,18,2018-05-12 08:20:01.459000,2018-04-27,164,65
106,上海,0.9,132,轻度污染,211,aqi_redis_spider,18,2018-05-12 08:20:01.461000,2018-04-28,147,65
86,上海,0.8,98,中度污染,246,aqi_redis_spider,16,2018-05-12 08:20:01.463000,2018-04-29,181,46
82,上海,1,99,中度污染,226,aqi_redis_spider,14,2018-05-12 08:20:01.465000,2018-04-30,161,52
38,上海,0.6,48,良,130,aqi_redis_spider,12,2018-05-12 08:20:01.563000,2018-02-27,75,31
34,上海,0.7,36,良,80,aqi_redis_spider,9,2018-05-12 08:20:01.565000,2018-02-28,53,42
32,上海,0.5,62,良,126,aqi_redis_spider,10,2018-05-12 08:20:01.571000,2018-03-31,72,37
